id,affected_count,total_amount,naic_sector,naic_national_industry,sector,breach_date,cause
2324,3556,524460,81,813110,Other,2014-07-24,External - Vendor
2325,0,0,44,447190,Retail,2014-02-07,Internal - Employee
2326,129,6025,54,541611,Professional,2013-11-02,NA
2327,2,137839,56,561110,Administrative,2017-03-02,Internal - Consultant
2328,4,227938,56,561720,Administrative,2017-02-24,Internal - Trusted Third Party (TTP)
2329,0,0,92,921190,Public,2018-12-30,External - Criminal Organization
2330,18637,5113,42,423690,Trade,2017-03-10,External - Hacktivist
2331,14,100701,33,336612,Manufacturing,2019-11-17,External - Hacktivist
2332,67,2291,51,511199,Information,2014-06-10,NA
2333,0,0,23,237990,Construction,2016-06-02,Internal - Other
2334,0,0,44,441222,Retail,2019-08-06,External - Criminal Organization
2335,57,31082,61,611110,Education,2016-08-23,External - Former Consultant
2336,1907,76240,81,811118,Other,2014-12-10,NA
2337,20,349308,52,524114,Financial,2013-08-26,External - Former Consultant
2338,0,0,42,423220,Trade,2013-11-06,External - Former Employee
2339,11,26093,72,722513,Hospitality,2011-07-04,Internal - Other
2340,23,405927,42,423990,Trade,2013-11-20,NA
2341,6,308892,52,522130,Financial,2015-04-25,Internal - Trusted Third Party (TTP)
2342,38,104926,52,524126,Financial,2017-01-31,Internal - Other
2343,106,19832,61,611310,Education,2014-01-14,External - Vendor
2344,817,17047,52,524114,Financial,2020-07-02,External - Hacktivist
2345,0,0,92,921110,Public,2011-05-21,External - Former Consultant
2346,8,33827006,54,541110,Professional,2019-01-31,Internal - Organization
2347,3,83326,32,324110,Manufacturing,2020-06-29,External - Criminal Organization
2348,10,234990,52,522298,Financial,2014-07-28,External - Hacktivist
2349,8759,2399343,44,441110,Retail,2016-03-12,External - Former Employee
2350,48,134589,62,621610,Healthcare,2011-09-16,Internal - Other
2351,2209,256395,56,561110,Administrative,2019-09-19,Internal - Trusted Third Party (TTP)
2352,0,0,56,561440,Administrative,2014-09-21,External - Criminal Organization
2353,446,1577205,62,622110,Healthcare,2019-07-09,External - Terrorist
2354,14,75293,72,721110,Hospitality,2013-02-04,External - Criminal Organization
2355,417827,292494,92,928120,Public,2011-05-03,Internal - Organization
2356,34,20277733,51,517911,Information,2014-08-09,External - Terrorist
2357,619,2913,56,561440,Administrative,2016-03-21,NA
2358,1,304700,51,511210,Information,2015-01-24,Internal - Consultant
2359,82,576596,33,334511,Manufacturing,2017-08-15,External - Hacktivist
2360,910,266780,NA,NA,NA,2017-05-23,External - Former Employee
2361,5,509236,44,442299,Retail,2017-02-23,External - Nation State
2362,176896,1172425,56,561990,Administrative,2011-02-22,External - Former Consultant
2363,88,193448,53,532283,Real Estate,2011-08-08,External - Former Consultant
2364,103,148880,92,928110,Public,2019-11-26,Internal - Employee
2365,0,0,56,561440,Administrative,2015-08-19,External - Hacktivist
2366,2858,866,55,551112,Management,2018-09-22,Internal - Employee
2367,10682,591574,56,561311,Administrative,2017-05-19,External - Other
2368,163,8233,52,522110,Financial,2012-04-26,Internal - Consultant
2369,21959,15114,62,621111,Healthcare,2018-01-23,NA
2370,2,3371,54,541910,Professional,2015-02-16,External - Nation State
2371,4,90489,92,921110,Public,2013-04-30,External - Former Consultant
2372,140,1709,56,561440,Administrative,2019-12-29,Internal - Consultant
2373,0,0,42,424120,Trade,2014-02-06,External - Terrorist
2374,1,149537,62,621111,Healthcare,2018-09-18,Internal - Employee
2375,1,61797,56,561440,Administrative,2020-11-30,Internal - Organization
2376,0,0,92,921110,Public,2013-04-14,Internal - Trusted Third Party (TTP)
2377,16067,9986383,52,522110,Financial,2014-05-29,Internal - Organization
2378,4755,106778,56,561440,Administrative,2013-11-25,External - Criminal Organization
2379,445,39407,51,517312,Information,2016-11-07,External - Terrorist
2380,5978,69936,52,525910,Financial,2011-05-08,Internal - Organization
2381,0,0,62,621111,Healthcare,2019-06-06,Internal - Other
2382,0,0,44,448150,Retail,2011-05-01,Internal - Other
2383,2,1882525,61,611310,Education,2015-04-23,External - Terrorist
2384,63,6162,61,611310,Education,2020-10-15,External - Vendor
2385,287,2805511,44,446110,Retail,2012-07-17,External - Nation State
2386,11,22699,52,522291,Financial,2020-02-12,Internal - Other
2387,516,273285,52,522110,Financial,2019-06-12,Internal - Consultant
2388,1785,41405,92,921110,Public,2015-03-19,Internal - Other
2389,4,12814,NA,NA,NA,2016-11-16,Internal - Consultant
2390,3292,25318960,NA,NA,NA,2012-04-03,Internal - Trusted Third Party (TTP)
2391,0,0,92,921190,Public,2011-06-07,External - Vendor
2392,0,0,44,448120,Retail,2020-02-08,External - Former Consultant
2393,1284,133040,54,541511,Professional,2013-11-24,Internal - Employee
2394,0,0,23,237990,Construction,2016-04-05,Internal - Trusted Third Party (TTP)
2395,217,24027,52,522110,Financial,2016-01-29,External - Terrorist
2396,43290,306399,52,522130,Financial,2013-02-26,Internal - Other
2397,21,595150,52,522310,Financial,2017-06-03,External - Terrorist
2398,378,7920020,62,621111,Healthcare,2019-09-27,External - Other
2399,194,45930,52,522320,Financial,2017-05-06,External - Former Consultant
2400,1,155436,52,523910,Financial,2014-06-24,External - Former Consultant
2401,2,74535,52,522130,Financial,2014-11-04,NA
2402,6,93018,42,423910,Trade,2019-03-18,External - Nation State
2403,153683,2890510,54,541810,Professional,2017-02-02,NA
2404,6590,2199137,53,532282,Real Estate,2013-03-09,Internal - Consultant
2405,5,2329,54,541611,Professional,2012-01-12,Internal - Consultant
2406,17,214,42,423940,Trade,2015-06-08,External - Criminal Organization
2407,4769,100499,52,522292,Financial,2012-07-26,Internal - Consultant
2408,9,290219,52,524114,Financial,2014-01-01,External - Vendor
2409,2,654,72,722511,Hospitality,2013-07-16,Internal - Other
2410,21,168689,53,531210,Real Estate,2018-04-28,External - Nation State
2411,5,31018,56,561440,Administrative,2017-07-28,Internal - Employee
2412,409,5868723,44,443142,Retail,2020-01-27,External - Other
2413,1960,2701333,81,812331,Other,2019-03-28,Internal - Organization
2414,1551,359278,21,212221,Mining,2015-07-04,External - Hacktivist
2415,529,149064,51,511199,Information,2014-06-16,External - Former Employee
2416,2,815594,54,541611,Professional,2019-08-18,External - Former Consultant
2417,30,61691,62,622110,Healthcare,2013-12-16,External - Vendor
2418,17,578654,52,522310,Financial,2014-12-25,External - Criminal Organization
2419,3610,83615,56,561499,Administrative,2015-02-07,Internal - Other
2420,1,516,52,522320,Financial,2011-03-26,External - Nation State
2421,477,183794,52,522130,Financial,2012-01-29,External - Terrorist
2422,1,216,52,522320,Financial,2013-08-15,Internal - Trusted Third Party (TTP)
2423,30289,33049,54,541110,Professional,2016-12-15,Internal - Consultant
2424,26,180234,62,621111,Healthcare,2015-04-12,External - Other
2425,21,124538,56,561990,Administrative,2015-06-05,External - Other
2426,13,84436,23,237210,Construction,2019-12-23,External - Criminal Organization
2427,2083,10826,62,623311,Healthcare,2013-11-30,External - Other
2428,183,27583771,33,336320,Manufacturing,2019-05-04,Internal - Other
2429,34,86235,42,423840,Trade,2016-10-12,External - Former Consultant
2430,70,36957078,71,713110,Entertainment,2012-11-13,Internal - Employee
2431,16839,121978530,56,561990,Administrative,2015-02-27,Internal - Trusted Third Party (TTP)
2432,11492,4925,61,611110,Education,2012-03-25,External - Other
2433,26,21206,62,622110,Healthcare,2011-02-20,External - Nation State
2434,35,77512,51,518210,Information,2014-11-29,External - Criminal Organization
2435,4,7673,42,424210,Trade,2012-06-06,Internal - Consultant
2436,0,0,62,621610,Healthcare,2018-10-19,External - Vendor
2437,35,15624685,51,519130,Information,2017-07-09,External - Other
2438,72,10276,61,611310,Education,2013-05-18,NA
2439,58212,465104,56,561499,Administrative,2019-06-23,NA
2440,23902,1826515,52,525910,Financial,2014-10-14,Internal - Employee
2441,402,16641,52,522130,Financial,2015-09-01,Internal - Organization
2442,1,1669,33,334510,Manufacturing,2014-09-11,External - Terrorist
2443,1,6260,33,339991,Manufacturing,2019-06-14,External - Vendor
2444,12,107517,92,921110,Public,2017-12-12,External - Former Employee
2445,8,5142,56,561110,Administrative,2018-02-02,External - Terrorist
2446,31,13532,56,561110,Administrative,2016-02-19,Internal - Employee
2447,8,14489,56,561110,Administrative,2011-11-14,External - Hacktivist
2448,393,120142,61,611110,Education,2014-07-28,External - Criminal Organization
2449,54,754895,55,551112,Management,2016-03-04,NA
2450,708,1265239,33,334111,Manufacturing,2012-01-31,NA
2451,11,3830881,NA,NA,NA,2019-06-07,Internal - Employee
2452,546,22051,92,921190,Public,2020-02-21,Internal - Consultant
2453,78,105097,61,611110,Education,2011-05-16,Internal - Other
2454,27,258039,51,512110,Information,2014-09-29,Internal - Trusted Third Party (TTP)
2455,154,2455583,52,522292,Financial,2017-04-08,Internal - Consultant
2456,29,18243,71,711219,Entertainment,2014-10-23,External - Former Consultant
2457,49,422,61,611511,Education,2015-01-14,Internal - Employee
2458,103,737986,54,541110,Professional,2012-06-13,External - Former Consultant
2459,55,1249,56,561990,Administrative,2017-11-27,Internal - Employee
2460,0,0,56,561440,Administrative,2019-04-27,External - Terrorist
2461,31,143148,51,517911,Information,2019-09-17,Internal - Consultant
2462,54,111860,92,921120,Public,2013-12-24,External - Hacktivist
2463,0,0,62,622110,Healthcare,2019-10-13,External - Other
2464,0,0,61,611210,Education,2018-01-05,Internal - Employee
2465,43138,778122,NA,NA,NA,2016-01-10,External - Former Employee
2466,1,4043,56,561611,Administrative,2011-06-08,Internal - Consultant
2467,30,353488,72,722513,Hospitality,2015-04-25,External - Terrorist
2468,1,22580,56,561990,Administrative,2020-06-08,External - Terrorist
2469,14,40644994,NA,NA,NA,2012-02-06,External - Nation State
2470,0,0,72,722511,Hospitality,2014-08-16,Internal - Consultant
2471,2825,4578958,NA,NA,NA,2011-11-29,External - Criminal Organization
2472,1984,387795,48,485410,Transportation,2018-09-11,External - Other
2473,0,0,52,524210,Financial,2016-11-09,External - Terrorist
2474,4,3735,52,522220,Financial,2020-08-26,External - Terrorist
2475,90,11678,81,813110,Other,2020-11-27,NA
2476,478,10361,52,522310,Financial,2016-10-28,External - Former Consultant
2477,4,125817,54,541512,Professional,2011-09-30,External - Nation State
2478,0,0,23,236115,Construction,2014-02-12,External - Criminal Organization
2479,66,21165,61,611110,Education,2018-07-10,External - Hacktivist
2480,10,49769,56,561440,Administrative,2012-08-21,External - Nation State
2481,3,21743,52,522130,Financial,2020-01-14,Internal - Other
2482,0,0,56,561491,Administrative,2018-01-18,External - Terrorist
2483,8,589,52,524114,Financial,2020-11-09,Internal - Other
2484,14,113406,56,561110,Administrative,2017-04-26,External - Former Consultant
2485,10,10077,62,622110,Healthcare,2012-06-22,Internal - Organization
2486,952,108529,52,524210,Financial,2011-09-13,External - Former Consultant
2487,29104,19697819,61,611210,Education,2017-05-11,Internal - Consultant
2488,1,107200,72,721110,Hospitality,2013-01-01,External - Nation State
2489,2793726,37537,54,541214,Professional,2016-03-09,Internal - Other
2490,6,47909,72,722511,Hospitality,2020-03-09,Internal - Consultant
2491,4,361714,42,423430,Trade,2018-10-22,External - Criminal Organization
2492,2,1657340,61,611699,Education,2017-05-22,External - Nation State
2493,26162,20934,72,721120,Hospitality,2015-03-20,NA
2494,25126,23552,23,237210,Construction,2018-04-21,External - Criminal Organization
2495,0,0,42,424420,Trade,2015-06-14,External - Vendor
2496,18,444147,62,621111,Healthcare,2018-05-05,External - Former Consultant
2497,1,1005,54,541850,Professional,2013-01-08,External - Former Consultant
2498,220,50033,61,611110,Education,2011-04-11,Internal - Trusted Third Party (TTP)
2499,9,131701,92,928110,Public,2019-02-22,External - Former Employee
2500,15,5772,54,541512,Professional,2014-12-23,Internal - Trusted Third Party (TTP)
2501,2,286312,52,522320,Financial,2018-11-15,External - Former Consultant
2502,5,921709,62,621111,Healthcare,2019-09-19,NA
2503,28,41837,56,561311,Administrative,2011-05-12,External - Former Employee
2504,264838,1864702,56,561990,Administrative,2016-12-21,Internal - Trusted Third Party (TTP)
2505,110,416,62,621310,Healthcare,2019-07-02,External - Other
2506,5,1339918,51,511210,Information,2018-08-03,External - Former Employee
2507,0,0,33,334514,Manufacturing,2019-12-07,External - Hacktivist
2508,2251,56825,81,813410,Other,2019-12-25,External - Criminal Organization
2509,3,26258,81,813930,Other,2018-09-30,External - Former Employee
2510,24,34912,54,541611,Professional,2017-06-19,External - Nation State
2511,176,850090,52,522320,Financial,2020-06-01,External - Terrorist
2512,41,169538,54,541110,Professional,2018-05-11,External - Nation State
2513,107648,11169394,62,621111,Healthcare,2018-08-04,External - Other
2514,1777,5275563,51,517311,Information,2020-01-19,External - Hacktivist
2515,2,106107,56,561990,Administrative,2016-07-02,Internal - Organization
2516,0,0,32,325414,Manufacturing,2019-12-27,Internal - Consultant
2517,1,16619,56,561520,Administrative,2015-07-18,External - Former Employee
2518,21912,759660,32,326130,Manufacturing,2012-05-26,NA
2519,1,2654,32,327390,Manufacturing,2020-10-07,External - Vendor
2520,1516,9537619,54,541511,Professional,2018-11-30,External - Nation State
2521,249,14515,51,511210,Information,2015-08-01,External - Terrorist
2522,82,160429,81,813940,Other,2016-06-22,Internal - Organization
2523,28,5261,72,721110,Hospitality,2020-09-02,External - Vendor
2524,1243,81690,42,423220,Trade,2015-03-16,Internal - Organization
2525,368,3236,56,561440,Administrative,2017-10-11,Internal - Other
2526,30,98696,92,921190,Public,2012-08-28,Internal - Organization
2527,6032,1334308,44,443142,Retail,2015-07-16,Internal - Trusted Third Party (TTP)
2528,52,32585,52,523120,Financial,2014-09-25,Internal - Employee
2529,10866,3920375,33,339112,Manufacturing,2011-04-23,Internal - Consultant
2530,15,2114,61,611310,Education,2015-02-06,Internal - Employee
2531,2612,538501,NA,NA,NA,2016-12-18,External - Vendor
2532,11,43529,56,561990,Administrative,2016-04-21,Internal - Trusted Third Party (TTP)
2533,27,5577,61,611110,Education,2013-04-24,Internal - Other
2534,0,0,56,561110,Administrative,2013-09-07,Internal - Trusted Third Party (TTP)
2535,123,730818,61,611310,Education,2014-01-13,Internal - Other
2536,541,15416227,54,541611,Professional,2015-02-22,External - Other
2537,24,24050,42,423710,Trade,2012-11-29,Internal - Employee
2538,3,2027,44,445110,Retail,2020-06-16,External - Vendor
2539,111,123694,53,531120,Real Estate,2014-09-17,Internal - Trusted Third Party (TTP)
2540,0,0,55,551112,Management,2012-08-26,NA
2541,1,487875,61,611310,Education,2019-12-05,External - Former Consultant
2542,285293,73071,52,522130,Financial,2012-12-09,NA
2543,23,402566,31,316998,Manufacturing,2018-12-21,External - Nation State
2544,0,0,92,921190,Public,2020-03-05,Internal - Trusted Third Party (TTP)
2545,124,330369,62,621111,Healthcare,2017-05-05,External - Former Consultant
2546,255,2160374,62,621112,Healthcare,2019-03-30,External - Former Consultant
2547,25,43411,62,621999,Healthcare,2014-04-07,External - Other
2548,1,67446,53,533110,Real Estate,2014-07-09,Internal - Consultant
2549,9032,21005,62,622110,Healthcare,2017-11-03,Internal - Organization
2550,1826,4453754,51,517911,Information,2018-06-10,NA
2551,8,189555,52,523910,Financial,2016-01-30,External - Criminal Organization
2552,2,12007,44,445310,Retail,2014-06-29,External - Other
2553,85,1407,33,334510,Manufacturing,2011-07-08,Internal - Employee
2554,3,26806,54,541110,Professional,2011-10-02,External - Criminal Organization
2555,4,27793,62,624221,Healthcare,2013-07-13,NA
2556,335112,16262,52,522120,Financial,2011-08-11,External - Vendor
2557,52,37049257,51,517911,Information,2011-10-17,Internal - Organization
2558,314,127749,52,524210,Financial,2020-03-04,Internal - Other
2559,10,1526,54,541511,Professional,2017-10-25,NA
2560,93,4526573,44,446110,Retail,2015-11-09,External - Former Consultant
2561,46,18407,56,561990,Administrative,2020-05-09,External - Former Employee
2562,0,0,52,522110,Financial,2012-10-22,External - Vendor
